1	6.790000200271606445e-01 6.790000200271606445e-01 6.790000200271606445e-01 6.790000200271606445e-01 6.790000200271606445e-01 6.790000200271606445e-01 6.790000200271606445e-01 6.790000200271606445e-01 6.790000200271606445e-01 6.790000200271606445e-01
2	6.420000195503234863e-01 6.420000195503234863e-01 6.420000195503234863e-01 6.420000195503234863e-01 6.420000195503234863e-01 6.420000195503234863e-01 6.420000195503234863e-01 6.420000195503234863e-01 6.420000195503234863e-01 6.420000195503234863e-01
3	6.010000109672546387e-01 6.010000109672546387e-01 6.010000109672546387e-01 6.010000109672546387e-01 6.010000109672546387e-01 6.010000109672546387e-01 6.010000109672546387e-01 6.010000109672546387e-01 6.010000109672546387e-01 6.010000109672546387e-01
4	6.060000061988830566e-01 6.060000061988830566e-01 6.060000061988830566e-01 6.060000061988830566e-01 6.060000061988830566e-01 6.060000061988830566e-01 6.060000061988830566e-01 6.060000061988830566e-01 6.060000061988830566e-01 6.060000061988830566e-01
5	6.150000095367431641e-01 6.150000095367431641e-01 6.150000095367431641e-01 6.150000095367431641e-01 6.150000095367431641e-01 6.150000095367431641e-01 6.150000095367431641e-01 6.150000095367431641e-01 6.150000095367431641e-01 6.150000095367431641e-01
6	6.299999952316284180e-01 6.299999952316284180e-01 6.299999952316284180e-01 6.299999952316284180e-01 6.299999952316284180e-01 6.299999952316284180e-01 6.299999952316284180e-01 6.299999952316284180e-01 6.299999952316284180e-01 6.299999952316284180e-01
7	6.650000214576721191e-01 6.650000214576721191e-01 6.650000214576721191e-01 6.650000214576721191e-01 6.650000214576721191e-01 6.650000214576721191e-01 6.650000214576721191e-01 6.650000214576721191e-01 6.650000214576721191e-01 6.650000214576721191e-01
8	6.800000071525573730e-01 6.800000071525573730e-01 6.800000071525573730e-01 6.800000071525573730e-01 6.800000071525573730e-01 6.800000071525573730e-01 6.800000071525573730e-01 6.800000071525573730e-01 6.800000071525573730e-01 6.800000071525573730e-01
9	7.200000286102294922e-01 7.200000286102294922e-01 7.200000286102294922e-01 7.200000286102294922e-01 7.200000286102294922e-01 7.200000286102294922e-01 7.200000286102294922e-01 7.200000286102294922e-01 7.200000286102294922e-01 7.200000286102294922e-01
10	7.450000047683715820e-01 7.450000047683715820e-01 7.450000047683715820e-01 7.450000047683715820e-01 7.450000047683715820e-01 7.450000047683715820e-01 7.450000047683715820e-01 7.450000047683715820e-01 7.450000047683715820e-01 7.450000047683715820e-01
11	8.169999718666076660e-01 8.169999718666076660e-01 8.169999718666076660e-01 8.169999718666076660e-01 8.169999718666076660e-01 8.169999718666076660e-01 8.169999718666076660e-01 8.169999718666076660e-01 8.169999718666076660e-01 8.169999718666076660e-01
12	8.799999952316284180e-01 8.799999952316284180e-01 8.799999952316284180e-01 8.799999952316284180e-01 8.799999952316284180e-01 8.799999952316284180e-01 8.799999952316284180e-01 8.799999952316284180e-01 8.799999952316284180e-01 8.799999952316284180e-01
13	9.689999818801879883e-01 9.689999818801879883e-01 9.689999818801879883e-01 9.689999818801879883e-01 9.689999818801879883e-01 9.689999818801879883e-01 9.689999818801879883e-01 9.689999818801879883e-01 9.689999818801879883e-01 9.689999818801879883e-01
14	1.028869748115539551e+00 1.028869748115539551e+00 1.028869748115539551e+00 1.028869748115539551e+00 1.028869748115539551e+00 1.011558055877685547e+00 1.028869748115539551e+00 1.028869748115539551e+00 1.028869748115539551e+00 1.028869748115539551e+00
15	1.383000016212463379e+00 1.383000016212463379e+00 1.383000016212463379e+00 1.383000016212463379e+00 1.383000016212463379e+00 1.383000016212463379e+00 1.383000016212463379e+00 1.383000016212463379e+00 1.383000016212463379e+00 1.383000016212463379e+00
